x_id,subject,subject_type,relation,y_id,object,object_type,source
6267,two-stage putty reline,medicine,medicine_has_description,6268,two-stage putty-wash technique,description,suo_._second_term_800_chunks_P3_3_chunk_337
6270,one-stage putty reline (one-stage putty-wash technique),treatment,treatment_has_description,5576,advantage,description,suo_._second_term_800_chunks_P3_3_chunk_338
6271,duplicating silicones,materials,is,6272,cast removable partial dentures,population,suo_._second_term_800_chunks_P3_3_chunk_343
6273,die stone,medicine,medicine_has_description,4079,advantages,description,suo_._second_term_800_chunks_P3_3_chunk_346
6274,impression plaster,medicine,medicine_has_description,6275,one of the earliest impression materials in dentistry,description,suo_._second_term_800_chunks_P3_3_chunk_352
6276,gypsum product,medicine,medicine_has_description,6277,water/powder ratio,description,suo_._second_term_800_chunks_P3_3_chunk_360
6278,gypsum products,medicine,medicine_has_description,6279,setting expansion,description,suo_._second_term_800_chunks_P3_3_chunk_365
6280,hiflex wax,medicine,medicine_has_description,6281,inlay casting wax,description,suo_._second_term_800_chunks_P3_3_chunk_378
6282,sticky wax,materials,is,6283,different forms,description,suo_._second_term_800_chunks_P3_3_chunk_388
6284,metal-ceramic restoration,medicine,medicine_contraindication_disease,6285,insufficient fluorescence,disease,suo_._second_term_800_chunks_P3_3_chunk_39
6286,composite restoration,medicine,medicine_contraindication_disease,6287,greater fluorescence,disease,suo_._second_term_800_chunks_P3_3_chunk_39
6288,artificial crown,medicine,medicine_contraindication_disease,6289,dark under uv light,disease,suo_._second_term_800_chunks_P3_3_chunk_39
6290,shade guides,treatment,treatment_has_description,6291,color selection,description,suo_._second_term_800_chunks_P3_3_chunk_39
6292,digital shade guides,treatment,treatment_has_description,6291,color selection,description,suo_._second_term_800_chunks_P3_3_chunk_39
6292,digital shade guides,treatment,treatment_has_description,6293,measure the progress of bleaching,description,suo_._second_term_800_chunks_P3_3_chunk_39
6294,poor translucency,symptom,symptom_cause_symptom,6287,greater fluorescence,symptom,suo_._second_term_800_chunks_P3_3_chunk_39
6289,dark under uv light,symptom,symptom_cause_symptom,6285,insufficient fluorescence,symptom,suo_._second_term_800_chunks_P3_3_chunk_39
6285,insufficient fluorescence,disease,disease_caused_disease,6289,dark under uv light,disease,suo_._second_term_800_chunks_P3_3_chunk_39
6287,greater fluorescence,disease,disease_caused_disease,6294,poor translucency,disease,suo_._second_term_800_chunks_P3_3_chunk_39
6294,poor translucency,clinical manifestations,clinical manifestations_happens at_oral part,6284,metal-ceramic restoration,oral part,suo_._second_term_800_chunks_P3_3_chunk_39
6287,greater fluorescence,clinical manifestations,clinical manifestations_happens at_oral part,6286,composite restoration,oral part,suo_._second_term_800_chunks_P3_3_chunk_39
6289,dark under uv light,clinical manifestations,clinical manifestations_happens at_oral part,6288,artificial crown,oral part,suo_._second_term_800_chunks_P3_3_chunk_39
6290,shade guides,medicine,medicine_treats_disease,6291,color selection,disease,suo_._second_term_800_chunks_P3_3_chunk_39
6292,digital shade guides,medicine,medicine_treats_disease,6293,measure the progress of bleaching,disease,suo_._second_term_800_chunks_P3_3_chunk_39
6290,shade guides,medicine,medicine_reduce_symptom,6291,color selection,symptom,suo_._second_term_800_chunks_P3_3_chunk_39
6292,digital shade guides,medicine,medicine_reduce_symptom,6293,measure the progress of bleaching,symptom,suo_._second_term_800_chunks_P3_3_chunk_39
6294,poor translucency,clinical manifestations,clinical manifestations_use_treatment,6290,shade guides,treatment,suo_._second_term_800_chunks_P3_3_chunk_39
6287,greater fluorescence,clinical manifestations,clinical manifestations_use_treatment,6292,digital shade guides,treatment,suo_._second_term_800_chunks_P3_3_chunk_39
6289,dark under uv light,clinical manifestations,clinical manifestations_use_treatment,6292,digital shade guides,treatment,suo_._second_term_800_chunks_P3_3_chunk_39
6292,digital shade guides,examination,examination_has_description,6293,measure the progress of bleaching,description,suo_._second_term_800_chunks_P3_3_chunk_39
6290,shade guides,examination,examination_has_description,6291,color selection,description,suo_._second_term_800_chunks_P3_3_chunk_39
6290,shade guides,medicine,medicine_side-effect_disease,6291,color selection,disease,suo_._second_term_800_chunks_P3_3_chunk_39
6292,digital shade guides,medicine,medicine_side-effect_disease,6293,measure the progress of bleaching,disease,suo_._second_term_800_chunks_P3_3_chunk_39
6290,shade guides,medicine,medicine_side-effect_symptom,6291,color selection,symptom,suo_._second_term_800_chunks_P3_3_chunk_39
6292,digital shade guides,medicine,medicine_side-effect_symptom,6293,measure the progress of bleaching,symptom,suo_._second_term_800_chunks_P3_3_chunk_39
6285,insufficient fluorescence,disease,disease_lack response_examination,6292,digital shade guides,examination,suo_._second_term_800_chunks_P3_3_chunk_39
6287,greater fluorescence,disease,disease_lack response_examination,6290,shade guides,examination,suo_._second_term_800_chunks_P3_3_chunk_39
6289,dark under uv light,disease,disease_lack response_examination,6290,shade guides,examination,suo_._second_term_800_chunks_P3_3_chunk_39
6290,shade guides,treatment,treatment_frequency,6291,color selection,frequency,suo_._second_term_800_chunks_P3_3_chunk_39
6292,digital shade guides,treatment,treatment_frequency,6293,measure the progress of bleaching,frequency,suo_._second_term_800_chunks_P3_3_chunk_39
6294,poor translucency,clinical manifestations,clinical manifestations_from_examination,6292,digital shade guides,examination,suo_._second_term_800_chunks_P3_3_chunk_39
6287,greater fluorescence,clinical manifestations,clinical manifestations_from_examination,6290,shade guides,examination,suo_._second_term_800_chunks_P3_3_chunk_39
6289,dark under uv light,clinical manifestations,clinical manifestations_from_examination,6290,shade guides,examination,suo_._second_term_800_chunks_P3_3_chunk_39
6290,shade guides,medicine,medicine_contraindicates_population,6291,color selection,population,suo_._second_term_800_chunks_P3_3_chunk_39
6292,digital shade guides,medicine,medicine_contraindicates_population,6293,measure the progress of bleaching,population,suo_._second_term_800_chunks_P3_3_chunk_39
6285,insufficient fluorescence,disease,disease_usually happens_population,6292,digital shade guides,population,suo_._second_term_800_chunks_P3_3_chunk_39
6287,greater fluorescence,disease,disease_usually happens_population,6290,shade guides,population,suo_._second_term_800_chunks_P3_3_chunk_39
6289,dark under uv light,disease,disease_usually happens_population,6290,shade guides,population,suo_._second_term_800_chunks_P3_3_chunk_39
6290,shade guides,medicine,medicine_side-effect_symptom,6291,color selection,symptom,suo_._second_term_800_chunks_P3_3_chunk_39
6290,shade guides,medicine,medicine_side-effect_disease,6291,color selection,disease,suo_._second_term_800_chunks_P3_3_chunk_39
6295,aluwax,medicine,medicine_has_description,6296,auwaytheperfect impression waxc€,description,suo_._second_term_800_chunks_P3_3_chunk_390
6297,expansion,medicine,medicine_has_description,6298,enlarging the mold,description,suo_._second_term_800_chunks_P3_3_chunk_395
6299,electrolytic polishing,instrument,is,6300,cobalt-chromium alloy denture,materials,suo_._second_term_800_chunks_P3_3_chunk_434
2052,toothpaste,medicine,medicine_has_description,6301,cleansing efficiency,description,suo_._second_term_800_chunks_P3_3_chunk_435
6302,toothpastes,medicine,medicine_has_description,856,composition,description,suo_._second_term_800_chunks_P3_3_chunk_437
6303,bleaching toothpastes,medicine,medicine_has_description,6304,"contain chemicals, most commonly hydrogen peroxide or calcium peroxide",description,suo_._second_term_800_chunks_P3_3_chunk_439
6305,desensitizing pastes,medicine,medicine_has_description,6306,work through two methods—analgesic action and blocking of dentinal tubules,description,suo_._second_term_800_chunks_P3_3_chunk_439
6303,bleaching toothpastes,medicine,medicine_side-effect_symptom,6307,lack of evidence about whether such toothpastes can improve the internal tooth color,symptom,suo_._second_term_800_chunks_P3_3_chunk_439
6305,desensitizing pastes,medicine,medicine_side-effect_symptom,6308,decrease tooth sensitivity for up to 4 weeks,symptom,suo_._second_term_800_chunks_P3_3_chunk_439
6303,bleaching toothpastes,medicine,medicine_contraindication_disease,2247,tooth sensitivity,disease,suo_._second_term_800_chunks_P3_3_chunk_439
6305,desensitizing pastes,medicine,medicine_contraindication_disease,2247,tooth sensitivity,disease,suo_._second_term_800_chunks_P3_3_chunk_439
6303,bleaching toothpastes,treatment,treatment_has_description,6304,"contain chemicals, most commonly hydrogen peroxide or calcium peroxide",description,suo_._second_term_800_chunks_P3_3_chunk_439
6305,desensitizing pastes,treatment,treatment_has_description,6306,work through two methods—analgesic action and blocking of dentinal tubules,description,suo_._second_term_800_chunks_P3_3_chunk_439
2247,tooth sensitivity,disease,disease_caused_disease,2247,tooth sensitivity,disease,suo_._second_term_800_chunks_P3_3_chunk_439
6303,bleaching toothpastes,medicine,medicine_treats_disease,2247,tooth sensitivity,disease,suo_._second_term_800_chunks_P3_3_chunk_439
6305,desensitizing pastes,medicine,medicine_treats_disease,2247,tooth sensitivity,disease,suo_._second_term_800_chunks_P3_3_chunk_439
6309,prophylactic polishing agents,medicine,medicine_has_description,6310,"remove extrinsic stains, pellicle, materia-alba and oral debris",description,suo_._second_term_800_chunks_P3_3_chunk_440
6309,prophylactic polishing agents,medicine,medicine_has_description,6311,impart a polished and esthetic appearance,description,suo_._second_term_800_chunks_P3_3_chunk_440
6309,prophylactic polishing agents,medicine,medicine_contraindication_disease,161,caries,disease,suo_._second_term_800_chunks_P3_3_chunk_440
6312,prophyjet powder,medicine,medicine_has_description,6313,"contains sodium carbonate, hydrophobic modified silica and a flavoring agent",description,suo_._second_term_800_chunks_P3_3_chunk_440
6314,fluxes,medicine,medicine_has_description,6315,function of flux,description,suo_._second_term_800_chunks_P3_3_chunk_446
6316,laser,instrument,is,6317,scanning mirror,instrument,suo_._second_term_800_chunks_P3_3_chunk_466
6318,gold alloys,medicine,medicine_has_description,6319,percentage composition,description,suo_._second_term_800_chunks_P3_3_chunk_483
6320,metal-ceramic alloys,materials,is,6321,resin-veneered crown and bridge alloys,materials,suo_._second_term_800_chunks_P3_3_chunk_490
6322,dental public health,disease,is,6323,community,population,suo_._second_term_800_chunks_P3_3_chunk_5
6324,nickel,medicine,medicine_contraindication_disease,6325,allergic reactions,disease,suo_._second_term_800_chunks_P3_3_chunk_502
6326,cobalt-chromium alloys,medicine,medicine_has_description,6327,high strength,description,suo_._second_term_800_chunks_P3_3_chunk_506
4653,dental implant,medicine,medicine_has_description,6328,material or device placed in and/or on oral tissues to support an oral prosthesis,description,suo_._second_term_800_chunks_P3_3_chunk_512
4750,titanium,medicine,medicine_contraindication_disease,724,allergy,disease,suo_._second_term_800_chunks_P3_3_chunk_523
4310,acid etching,treatment,treatment_has_description,4079,advantages,description,suo_._second_term_800_chunks_P3_3_chunk_524
1006,implant,instrument,is,6329,surface modification,description,suo_._second_term_800_chunks_P3_3_chunk_527
6330,fracture due to cold working,disease,is,6331,cause for concern in dentistry,description,suo_._second_term_800_chunks_P3_3_chunk_530
6332,wrought gold alloys,medicine,medicine_has_description,6333,primarily to make clasps in partial dentures,description,suo_._second_term_800_chunks_P3_3_chunk_532
6334,dental ceramics,medicine,medicine_has_description,2335,restorative material,description,suo_._second_term_800_chunks_P3_3_chunk_541
6335,specialized type of colorless porcelain,materials,is,6336,ceramic restoration,instrument,suo_._second_term_800_chunks_P3_3_chunk_547
6337,platinum foil coping,instrument,is,6338,die,oral part,suo_._second_term_800_chunks_P3_3_chunk_558
6339,porcelain jacket crown,medicine,medicine_has_description,6340,traditional,description,suo_._second_term_800_chunks_P3_3_chunk_559
6339,porcelain jacket crown,medicine,is,6341,aluminous core,materials,suo_._second_term_800_chunks_P3_3_chunk_560
6342,dicor glass-ceramic,medicine,medicine_has_description,856,composition,description,suo_._second_term_800_chunks_P3_3_chunk_562
6343,heat pressed ceramics,medicine,medicine_has_description,6344,heat pressed glass ceramics,description,suo_._second_term_800_chunks_P3_3_chunk_564
6345,presintered zirconia,medicine,medicine_has_description,6346,fabrication,description,suo_._second_term_800_chunks_P3_3_chunk_576
6347,fired porcelain,materials,is,6348,dimensionally stable,description,suo_._second_term_800_chunks_P3_3_chunk_591
6347,fired porcelain,materials,is,4636,insoluble,description,suo_._second_term_800_chunks_P3_3_chunk_591
6347,fired porcelain,materials,is,6349,impermeable,description,suo_._second_term_800_chunks_P3_3_chunk_591
6347,fired porcelain,materials,is,6350,resistant to most solvents,description,suo_._second_term_800_chunks_P3_3_chunk_591
6351,glazed porcelain,materials,is,6352,biocompatible,description,suo_._second_term_800_chunks_P3_3_chunk_593
6353,hydrofluoric acid,medicine,medicine_has_description,6354,etching,description,suo_._second_term_800_chunks_P3_3_chunk_594
6355,ammonium bifluoride,medicine,medicine_has_description,6354,etching,description,suo_._second_term_800_chunks_P3_3_chunk_594
6356,phosphoric acid,medicine,medicine_has_description,6357,tooth etching,description,suo_._second_term_800_chunks_P3_3_chunk_594
6353,hydrofluoric acid,medicine,medicine_contraindication_disease,6358,skin damage,disease,suo_._second_term_800_chunks_P3_3_chunk_594
6353,hydrofluoric acid,medicine,medicine_contraindication_disease,6359,heart arrhythmia,disease,suo_._second_term_800_chunks_P3_3_chunk_594
6353,hydrofluoric acid,medicine,medicine_side-effect_disease,6358,skin damage,disease,suo_._second_term_800_chunks_P3_3_chunk_594
6353,hydrofluoric acid,medicine,medicine_side-effect_disease,6359,heart arrhythmia,disease,suo_._second_term_800_chunks_P3_3_chunk_594
6360,ceramic etching,treatment,treatment_has_description,6354,etching,description,suo_._second_term_800_chunks_P3_3_chunk_594
6357,tooth etching,treatment,treatment_has_description,6354,etching,description,suo_._second_term_800_chunks_P3_3_chunk_594
6358,skin damage,disease,disease_has_clinical manifestations,6361,burn,clinical manifestations,suo_._second_term_800_chunks_P3_3_chunk_594
6359,heart arrhythmia,disease,disease_has_clinical manifestations,6362,arrhythmia,clinical manifestations,suo_._second_term_800_chunks_P3_3_chunk_594
6358,skin damage,disease,disease_usually happens_population,6363,people handling hf,population,suo_._second_term_800_chunks_P3_3_chunk_594
6359,heart arrhythmia,disease,disease_usually happens_population,6363,people handling hf,population,suo_._second_term_800_chunks_P3_3_chunk_594
6361,burn,clinical manifestations,clinical manifestations_happens at_oral part,4004,skin,oral part,suo_._second_term_800_chunks_P3_3_chunk_594
6362,arrhythmia,clinical manifestations,clinical manifestations_happens at_oral part,6364,heart,oral part,suo_._second_term_800_chunks_P3_3_chunk_594
6365,ceramic restorations,disease,is,6366,difficult to repair intraorally,symptom,suo_._second_term_800_chunks_P3_3_chunk_596
6367,monolithic zirconia restorations,medicine,medicine_has_description,916,technical considerations,description,suo_._second_term_800_chunks_P3_3_chunk_598
6318,gold alloys,medicine,medicine_has_description,6368,heat treatment,description,suo_._second_term_800_chunks_P3_3_chunk_60
6369,chemically activated denture base acrylic resins,medicine,medicine_has_description,6370,"self-curing, cold-cure or auto-polymerizing resins",description,suo_._second_term_800_chunks_P3_3_chunk_624
6371,pour-type of denture resin,medicine,is,6372,poly (methyl methacrylate) materials,materials,suo_._second_term_800_chunks_P3_3_chunk_627
6373,parkinsonism,disease,medicine_contraindication_disease,6374,conventional acrylic resins,medicine,suo_._second_term_800_chunks_P3_3_chunk_630
6375,porosity,oral part,disease_oral part,6376,crazing,disease,suo_._second_term_800_chunks_P3_3_chunk_638
6377,fractured denture,disease,disease_oral part,6378,acrylic denture,oral part,suo_._second_term_800_chunks_P3_3_chunk_640
6379,virtual designing,description,treatment_has_description,6380,denture fabrication,treatment,suo_._second_term_800_chunks_P3_3_chunk_642
6380,denture fabrication,treatment,treatment_frequency,6381,2 visits,frequency,suo_._second_term_800_chunks_P3_3_chunk_642
6382,plasticized acrylic resin,medicine,medicine_has_description,6383,self-cured or heat-cured,description,suo_._second_term_800_chunks_P3_3_chunk_644
6384,protemp 2,medicine,medicine_treats_disease,6385,temporary retention of poorly fitting dentures,disease,suo_._second_term_800_chunks_P3_3_chunk_648
6386,polymethyl methacrylate resins,medicine,medicine_has_description,6387,self-cured,description,suo_._second_term_800_chunks_P3_3_chunk_650
6388,polyethyl (isobutyl) methacrylate resins,medicine,medicine_has_description,6389,two-component powder-monomer system,description,suo_._second_term_800_chunks_P3_3_chunk_650
6390,epimine resins,medicine,medicine_has_description,6387,self-cured,description,suo_._second_term_800_chunks_P3_3_chunk_650
6391,resin based composite provisionals,medicine,medicine_has_description,6392,refer chapter on resin based composites,description,suo_._second_term_800_chunks_P3_3_chunk_650
6393,"trim, snap",medicine,medicine_has_description,6389,two-component powder-monomer system,description,suo_._second_term_800_chunks_P3_3_chunk_650
5609,gel,medicine,medicine_has_description,6387,self-cured,description,suo_._second_term_800_chunks_P3_3_chunk_650
6394,dental materials,medicine,medicine_has_description,6395,biological considerations,description,suo_._second_term_800_chunks_P3_3_chunk_69
6396,dental cements,medicine,medicine_contraindication_disease,6057,pulp irritation,disease,suo_._second_term_800_chunks_P3_3_chunk_70
6397,polymer-based filling materials,medicine,medicine_contraindication_disease,6057,pulp irritation,disease,suo_._second_term_800_chunks_P3_3_chunk_70
6138,mercury,medicine,medicine_contraindication_disease,6398,mercury vapor toxicity,disease,suo_._second_term_800_chunks_P3_3_chunk_70
6399,alginate impression materials,medicine,medicine_contraindication_disease,6400,lead compounds inhalation,disease,suo_._second_term_800_chunks_P3_3_chunk_70
6401,denture base materials,medicine,medicine_contraindication_disease,6402,monomer irritation,disease,suo_._second_term_800_chunks_P3_3_chunk_70
6403,beryllium-containing casting alloys,medicine,medicine_side-effect_disease,6404,berylliosis,disease,suo_._second_term_800_chunks_P3_3_chunk_70
6405,dental porcelain powders,medicine,medicine_contraindication_disease,6406,uranium presence,disease,suo_._second_term_800_chunks_P3_3_chunk_70
6407,eugenol,medicine,medicine_side-effect_disease,6408,irritation and burning,disease,suo_._second_term_800_chunks_P3_3_chunk_70
6409,cyanide solution,medicine,medicine_side-effect_disease,6410,cyanide poisoning,disease,suo_._second_term_800_chunks_P3_3_chunk_70
6411,siliceous particles,medicine,medicine_side-effect_disease,6412,silicosis,disease,suo_._second_term_800_chunks_P3_3_chunk_70
6413,asbestos,medicine,medicine_side-effect_disease,6414,asbestos-related disease,disease,suo_._second_term_800_chunks_P3_3_chunk_70
6415,asbestos fibers,medicine,medicine_side-effect_disease,6414,asbestos-related disease,disease,suo_._second_term_800_chunks_P3_3_chunk_70
1877,recurrent caries,disease,disease_caused_disease,603,gingival inflammation,disease,suo_._second_term_800_chunks_P3_3_chunk_71
6416,galvanic action,symptom,medicine_side-effect_symptom,6417,galvanic current magnitude,medicine,suo_._second_term_800_chunks_P3_3_chunk_74
6418,material,medicine,medicine_has_description,6419,tested in vivo,description,suo_._second_term_800_chunks_P3_3_chunk_75
6418,material,medicine,medicine_has_description,6420,tested in vitro,description,suo_._second_term_800_chunks_P3_3_chunk_75
6418,material,medicine,medicine_has_description,6421,tested in experimental animals,description,suo_._second_term_800_chunks_P3_3_chunk_75
6418,material,medicine,medicine_has_description,6422,tested in humans,description,suo_._second_term_800_chunks_P3_3_chunk_75
6418,material,treatment,treatment_has_description,6419,tested in vivo,description,suo_._second_term_800_chunks_P3_3_chunk_75
6418,material,treatment,treatment_has_description,6420,tested in vitro,description,suo_._second_term_800_chunks_P3_3_chunk_75
6418,material,treatment,treatment_has_description,6421,tested in experimental animals,description,suo_._second_term_800_chunks_P3_3_chunk_75
6418,material,treatment,treatment_has_description,6422,tested in humans,description,suo_._second_term_800_chunks_P3_3_chunk_75
6418,material,medicine,medicine_treats_disease,6423,acute systemic toxicity,disease,suo_._second_term_800_chunks_P3_3_chunk_75
6418,material,medicine,medicine_treats_disease,6424,cytotoxic,disease,suo_._second_term_800_chunks_P3_3_chunk_75
6418,material,medicine,medicine_treats_disease,6425,irritational,disease,suo_._second_term_800_chunks_P3_3_chunk_75
6418,material,medicine,medicine_treats_disease,6426,allergic,disease,suo_._second_term_800_chunks_P3_3_chunk_75
6418,material,medicine,medicine_treats_disease,6427,carcinogenic,disease,suo_._second_term_800_chunks_P3_3_chunk_75
6418,material,medicine,medicine_contraindication_disease,6423,acute systemic toxicity,disease,suo_._second_term_800_chunks_P3_3_chunk_75
6418,material,medicine,medicine_contraindication_disease,6424,cytotoxic,disease,suo_._second_term_800_chunks_P3_3_chunk_75
6418,material,medicine,medicine_contraindication_disease,6425,irritational,disease,suo_._second_term_800_chunks_P3_3_chunk_75
6418,material,medicine,medicine_contraindication_disease,6426,allergic,disease,suo_._second_term_800_chunks_P3_3_chunk_75
6418,material,medicine,medicine_contraindication_disease,6427,carcinogenic,disease,suo_._second_term_800_chunks_P3_3_chunk_75
6418,material,medicine,medicine_reduce_symptom,6423,acute systemic toxicity,symptom,suo_._second_term_800_chunks_P3_3_chunk_75
6418,material,medicine,medicine_reduce_symptom,6424,cytotoxic,symptom,suo_._second_term_800_chunks_P3_3_chunk_75
6418,material,medicine,medicine_reduce_symptom,6425,irritational,symptom,suo_._second_term_800_chunks_P3_3_chunk_75
6418,material,medicine,medicine_reduce_symptom,6426,allergic,symptom,suo_._second_term_800_chunks_P3_3_chunk_75
6418,material,medicine,medicine_reduce_symptom,6427,carcinogenic,symptom,suo_._second_term_800_chunks_P3_3_chunk_75
6428,osseointegration,clinical manifestations,is,4750,titanium,materials,suo_._second_term_800_chunks_P3_3_chunk_76
5653,cement,medicine,medicine_has_description,6429,strength,description,suo_._second_term_800_chunks_P3_3_chunk_86
6430,varnish,medicine,medicine_has_description,6431,liquid in regular or dark colored bottles,description,suo_._second_term_800_chunks_P3_3_chunk_88
6430,varnish,medicine,medicine_has_description,6432,"commercial names: harvard lac, chem varnish, secura, fuji varnish (gc)",description,suo_._second_term_800_chunks_P3_3_chunk_88
6430,varnish,medicine,medicine_has_description,6433,"natural gum such as copal, resin or synthetic resin dissolved in an organic solvent like alcohol, acetone, or ether",description,suo_._second_term_800_chunks_P3_3_chunk_88
6430,varnish,medicine,medicine_has_description,6434,"medicinal agents such as chlorobutanol, thymol and eugenol may be added",description,suo_._second_term_800_chunks_P3_3_chunk_88
6430,varnish,medicine,medicine_has_description,6435,some varnishes also contain fluorides,description,suo_._second_term_800_chunks_P3_3_chunk_88
6430,varnish,medicine,medicine_side-effect_disease,6436,tooth discoloration,disease,suo_._second_term_800_chunks_P3_3_chunk_88
6430,varnish,medicine,medicine_side-effect_symptom,6437,postoperative sensitivity,symptom,suo_._second_term_800_chunks_P3_3_chunk_88
6430,varnish,medicine,medicine_side-effect_symptom,6438,galvanic shock,symptom,suo_._second_term_800_chunks_P3_3_chunk_88
6430,varnish,medicine,medicine_contraindication_disease,6439,silicate,disease,suo_._second_term_800_chunks_P3_3_chunk_88
6430,varnish,medicine,medicine_contraindication_disease,249,glass ionomer,disease,suo_._second_term_800_chunks_P3_3_chunk_88
6430,varnish,medicine,medicine_treats_disease,6436,tooth discoloration,disease,suo_._second_term_800_chunks_P3_3_chunk_88
6430,varnish,medicine,medicine_treats_disease,6437,postoperative sensitivity,disease,suo_._second_term_800_chunks_P3_3_chunk_88
6430,varnish,medicine,medicine_treats_disease,6438,galvanic shock,disease,suo_._second_term_800_chunks_P3_3_chunk_88
6430,varnish,medicine,medicine_treats_disease,6440,penetration of corrosion products into the dentinal tubules,disease,suo_._second_term_800_chunks_P3_3_chunk_88
6430,varnish,medicine,medicine_treats_disease,6441,passage of irritants into the dentinal tubules from the overlying restoration or base,disease,suo_._second_term_800_chunks_P3_3_chunk_88
6430,varnish,medicine,medicine_treats_disease,6439,silicate,disease,suo_._second_term_800_chunks_P3_3_chunk_88
6430,varnish,medicine,medicine_treats_disease,249,glass ionomer,disease,suo_._second_term_800_chunks_P3_3_chunk_88
6430,varnish,medicine,medicine_contraindicates_population,6439,silicate,population,suo_._second_term_800_chunks_P3_3_chunk_88
6430,varnish,medicine,medicine_contraindicates_population,249,glass ionomer,population,suo_._second_term_800_chunks_P3_3_chunk_88
6430,varnish,medicine,medicine_contraindication_disease,2002,cavitated carious lesions,disease,suo_._second_term_800_chunks_P3_3_chunk_90
6396,dental cements,medicine,is,6442,multiple uses,usage,suo_._second_term_800_chunks_P3_3_chunk_91
6443,luting cements,medicine,medicine_has_description,6444,film thickness,description,suo_._second_term_800_chunks_P3_3_chunk_95
6445,ecm,materials,is,6446,long fibres,instrument,suo_._second_term_800_chunks_P3_4_chunk_11
6447,lung abscess,disease,disease_caused_disease,6448,collapse of part of pe lung,disease,suo_._second_term_800_chunks_P3_4_chunk_139
6449,central nervous system disease,disease,disease_caused_disease,6450,oral cavity disease,disease,suo_._second_term_800_chunks_P3_4_chunk_190
6451,venous sinus components,clinical manifestations,is,6452,interconnected,description,suo_._second_term_800_chunks_P3_4_chunk_208
2779,parkinson’s disease,disease,disease_caused_disease,6453,lesions of the basal ganglia,disease,suo_._second_term_800_chunks_P3_4_chunk_239
1383,toothache,disease,disease_oral part,252,tooth,oral part,suo_._second_term_800_chunks_P3_4_chunk_259
245,local anaesthetic,medicine,medicine_side-effect_disease,3854,fainting,disease,suo_._second_term_800_chunks_P3_4_chunk_285
6454,cardiovascular or respiratory disease,disease,disease_has_description,6455,medical history,description,suo_._second_term_800_chunks_P3_4_chunk_286
3923,glaucoma,disease,disease_caused_disease,5547,blindness,disease,suo_._second_term_800_chunks_P3_4_chunk_303
6456,lower motor neuron lesion,disease,disease_caused_disease,18,facial paralysis,disease,suo_._second_term_800_chunks_P3_4_chunk_326
6457,damage to or disease of the vestibulocochlear nerve,disease,disease_caused_disease,6458,sensorineural hearing loss (snhl),disease,suo_._second_term_800_chunks_P3_4_chunk_331
6459,chl,disease,disease_caused_disease,6460,snhl,disease,suo_._second_term_800_chunks_P3_4_chunk_332
3599,pneumonia,disease,disease_caused_disease,6461,silent aspiration,disease,suo_._second_term_800_chunks_P3_4_chunk_337
6462,larynx,disease,is,6463,trachea,disease,suo_._second_term_800_chunks_P3_4_chunk_370
6464,common carotid artery,instrument,is,6465,sternocleidomastoid muscle,instrument,suo_._second_term_800_chunks_P3_4_chunk_371
6466,cranial nerve,disease,is,6467,muscular derivatives,symptom,suo_._second_term_800_chunks_P3_4_chunk_379
6468,lateral lingual swelling,clinical manifestations,is,6469,site of thyroid development,description,suo_._second_term_800_chunks_P3_4_chunk_384
6470,fractures of the cranial vault,disease,disease_caused_disease,6471,intracranial bleeding,disease,suo_._second_term_800_chunks_P3_4_chunk_414
6472,fractures of the middle cranial fossa,disease,disease_caused_disease,6473,damage to the facial and vestibulocochlear nerves,disease,suo_._second_term_800_chunks_P3_4_chunk_415
6474,facial artery,instrument,is,6475,external carotid artery,instrument,suo_._second_term_800_chunks_P3_4_chunk_433
6476,perioral muscles of facial expression,clinical manifestations,is,6477,dentures,instrument,suo_._second_term_800_chunks_P3_4_chunk_439
6478,muscles of facial expression,clinical manifestations,is,6479,taking impression,examination,suo_._second_term_800_chunks_P3_4_chunk_440
6480,benign and malignant tumours,disease,disease_oral part,37,parotid gland,oral part,suo_._second_term_800_chunks_P3_4_chunk_443
887,hodgkin’s disease,disease,disease_caused_disease,341,lymphoma,disease,suo_._second_term_800_chunks_P3_4_chunk_449
6481,capsule,oral part,is,1181,tmj,disease,suo_._second_term_800_chunks_P3_4_chunk_453
6482,disc,clinical manifestations,is,1181,tmj,disease,suo_._second_term_800_chunks_P3_4_chunk_454
6483,fractures of the body of the mandible,disease,disease_caused_disease,6484,fractures of the zygomatic arch,disease,suo_._second_term_800_chunks_P3_4_chunk_466
6485,foramen ovale,clinical manifestations,is,6486,sphenopalatine foramen,clinical manifestations,suo_._second_term_800_chunks_P3_4_chunk_467
6487,submandibular duct,clinical manifestations,is,6488,genioglossus,instrument,suo_._second_term_800_chunks_P3_4_chunk_471
6489,lining mucosa,clinical manifestations,is,6490,non-keratinizing stratified squamous epithelium,description,suo_._second_term_800_chunks_P3_4_chunk_484
6491,frenulum,clinical manifestations,is,816,oral mucosa,materials,suo_._second_term_800_chunks_P3_4_chunk_486
6492,circum)vallate papillae,clinical manifestations,is,816,oral mucosa,description,suo_._second_term_800_chunks_P3_4_chunk_492
6493,carcinoma on pe anterior tongue,disease,is,1303,oral examination,examination,suo_._second_term_800_chunks_P3_4_chunk_500
1792,radiotherapy,medicine,is,6494,malignant cancers in the head and neck,disease,suo_._second_term_800_chunks_P3_4_chunk_507
